Air temperature,Process temperature,Rotational speed,Torque,Tool wear,class
299.5,,1502.0,38.5,,False
299.5,310.0,1594.0,35.1,,False
299.5,310.0,1412.0,,56.0,False
299.5,309.9,1402.0,51.7,58.0,False
299.6,,2057.0,20.4,,False
299.6,310.1,,36.8,,True
299.5,310.1,,,67.0,False
299.6,310.2,1620.0,30.0,,False
,310.1,,29.6,73.0,False
,310.1,1455.0,,76.0,False
299.6,310.2,1512.0,44.0,,False
,310.2,1473.0,42.7,81.0,False
,310.1,,,83.0,False
299.5,,,50.4,85.0,False
299.4,309.9,1567.0,,87.0,False
299.5,310.0,,,90.0,False
299.5,310.0,1349.0,,92.0,False
299.5,310.0,1388.0,52.4,94.0,False
,310.1,1357.0,,96.0,False
,,1743.0,24.8,99.0,False
299.7,310.3,1495.0,43.1,101.0,False
299.8,310.4,,28.3,103.0,False
299.7,310.4,1410.0,44.5,105.0,False
299.7,310.4,1614.0,36.2,108.0,False
299.8,310.5,,,110.0,False
299.8,310.6,1574.0,31.8,113.0,False
299.8,,1423.0,44.6,116.0,True
299.8,310.6,1694.0,,121.0,False
299.8,,1707.0,32.5,,False
299.7,310.5,1490.0,41.2,126.0,False
299.7,310.6,1675.0,,129.0,False
299.7,310.5,1492.0,39.3,131.0,False
299.7,310.5,1594.0,35.4,134.0,False
,310.6,1479.0,38.0,137.0,False
299.7,310.6,1572.0,38.0,,False
299.7,310.6,,,,False
,,1737.0,,144.0,False
299.7,310.7,1498.0,37.8,,False
299.6,310.6,,35.1,149.0,False
299.6,310.6,1633.0,34.2,151.0,False
299.8,,1409.0,51.9,154.0,False
299.8,310.8,,43.5,,False
299.8,310.8,1376.0,48.6,159.0,False
299.8,310.8,1553.0,32.2,,False
299.8,310.8,1530.0,35.2,163.0,False
299.8,310.9,1545.0,40.7,166.0,False
299.8,310.9,1427.0,,168.0,True
299.9,,1292.0,51.1,173.0,False
299.8,310.9,2084.0,,175.0,False
299.9,311.0,1747.0,27.6,177.0,False
300.0,311.1,1425.0,47.8,,False
300.0,311.0,1637.0,33.6,181.0,False
300.1,311.1,1616.0,35.2,,False
300.1,311.1,1619.0,33.4,186.0,False
300.1,311.2,1489.0,39.1,188.0,False
300.1,311.2,1452.0,,190.0,False
300.1,311.3,1495.0,41.0,193.0,False
300.2,311.4,1427.0,39.7,196.0,False
300.1,311.4,,36.2,,False
300.1,311.3,1547.0,,201.0,False
300.1,,1342.0,48.5,203.0,False
300.0,311.2,1351.0,44.1,206.0,False
300.0,311.3,,47.3,208.0,False
300.1,311.4,1575.0,29.8,210.0,False
300.0,,1791.0,24.1,213.0,False
300.0,311.4,1692.0,29.0,,False
,311.4,,31.9,0.0,False
300.0,311.4,1864.0,23.3,2.0,False
300.0,,1590.0,,5.0,False
300.0,311.4,1384.0,46.1,7.0,False
300.0,311.4,1352.0,,10.0,False
300.1,311.4,1484.0,43.1,13.0,False
300.1,311.4,1913.0,,15.0,False
,311.4,1508.0,38.2,18.0,False
299.9,,1504.0,40.7,20.0,False
,311.4,,41.2,22.0,False
,311.3,1727.0,30.0,,False
,311.3,,27.5,26.0,False
300.0,311.3,,41.4,,False
300.0,311.4,1655.0,29.6,30.0,False
299.9,311.4,1337.0,54.8,32.0,False
300.0,311.5,,36.9,35.0,False
300.1,311.6,1589.0,37.9,37.0,True
300.2,311.7,,55.1,42.0,False
300.2,311.7,1553.0,,44.0,False
,311.8,,51.0,46.0,False
,,,30.8,48.0,False
300.3,311.8,1488.0,,51.0,False
,311.8,1418.0,45.9,53.0,False
300.3,311.8,1451.0,,,False
,311.8,1508.0,43.1,57.0,False
300.3,311.7,1579.0,33.6,59.0,False
300.3,,1432.0,47.7,61.0,True
300.2,311.6,1446.0,47.3,66.0,False
300.2,,1597.0,39.5,68.0,False
,311.7,1397.0,50.2,,False
300.1,,1530.0,36.6,74.0,False
300.1,311.6,1433.0,51.4,76.0,False
300.0,311.5,1591.0,32.0,79.0,False
300.0,311.5,1445.0,41.6,81.0,False
300.0,,1749.0,28.3,83.0,False
300.0,311.3,1703.0,30.4,85.0,False
300.1,,1518.0,46.9,,True
300.1,311.3,1535.0,42.3,92.0,False
300.1,311.4,,52.1,94.0,False
300.3,311.6,1801.0,,,True
300.3,311.6,1463.0,,102.0,True
300.3,311.6,,,,False
300.3,311.6,1607.0,33.5,,False
300.4,311.6,1332.0,54.6,111.0,False
300.3,311.7,,53.3,113.0,False
,311.6,1617.0,32.5,115.0,False
300.3,311.6,1304.0,62.8,118.0,False
300.3,311.7,,22.3,121.0,False
300.3,311.6,1339.0,53.4,123.0,True
300.2,311.5,1492.0,,128.0,False
300.1,311.3,1518.0,,130.0,False
300.1,311.3,1479.0,,,False
,311.3,1523.0,34.1,135.0,False
300.2,311.4,1570.0,35.3,138.0,False
,311.4,1506.0,36.1,141.0,True
,311.6,1510.0,47.5,146.0,False
300.2,311.6,1671.0,28.8,149.0,False
300.3,311.6,1312.0,,151.0,False
,311.6,,38.8,154.0,False
300.3,311.7,1635.0,31.8,156.0,False
300.3,311.7,1707.0,33.6,158.0,False
,311.7,1545.0,43.5,160.0,False
300.2,311.6,1751.0,28.0,162.0,False
,311.8,1707.0,,165.0,False
300.4,,1320.0,,168.0,False
300.3,311.7,1319.0,,170.0,False
,311.7,1448.0,54.2,173.0,False
300.2,311.8,1436.0,48.2,175.0,False
,311.9,,34.0,177.0,False
300.2,311.8,,44.5,179.0,False
300.3,311.8,1483.0,45.1,181.0,False
,311.8,1748.0,28.5,,False
300.3,311.8,1746.0,26.3,187.0,False
300.2,311.8,,51.4,189.0,False
300.2,311.7,1640.0,30.8,191.0,False
300.3,311.7,1655.0,29.9,,True
300.3,311.7,,28.9,198.0,False
300.4,,1589.0,42.0,201.0,False
,,1546.0,39.4,203.0,False
,311.9,1511.0,41.8,,False
300.5,311.9,1750.0,28.3,,False
300.5,311.9,1730.0,27.5,209.0,False
300.6,311.9,1372.0,60.1,,False
300.5,311.8,1524.0,38.9,,False
300.4,,1601.0,36.1,,False
300.5,311.8,1636.0,34.4,2.0,False
300.4,311.8,,,5.0,False
300.4,311.8,1636.0,32.3,,False
300.4,311.9,,58.3,,False
300.3,311.7,,57.5,12.0,False
300.3,311.7,1445.0,47.3,15.0,False
300.2,311.5,1500.0,40.8,,False
300.2,311.6,1999.0,21.0,,False
,311.6,,35.5,21.0,False
300.2,311.6,1467.0,,23.0,False
,311.5,1334.0,54.0,,False
300.1,,,,28.0,False
300.2,311.5,1639.0,,,False
300.1,311.5,1383.0,49.1,33.0,True
300.1,311.4,1660.0,31.4,,False
300.1,,,,40.0,False
300.1,,1748.0,26.6,42.0,False
300.1,311.4,1467.0,35.7,45.0,False
300.1,311.4,1617.0,,47.0,False
,311.4,1377.0,56.7,50.0,True
300.0,311.3,1629.0,32.1,55.0,False
300.0,311.2,1504.0,37.9,,False
,311.2,1418.0,47.3,60.0,False
300.0,,1629.0,31.7,62.0,False
300.1,311.3,2579.0,12.5,64.0,False
300.1,,1305.0,64.7,,False
,,1450.0,38.5,68.0,False
300.2,311.3,1487.0,,71.0,False
300.2,311.3,1587.0,31.2,73.0,False
300.3,311.5,1528.0,40.9,76.0,False
300.4,311.6,1401.0,,79.0,False
,311.5,1446.0,45.0,82.0,False
300.2,311.4,1425.0,,84.0,False
300.2,311.4,1891.0,22.6,,False
300.2,,,42.8,88.0,True
300.1,311.4,1430.0,40.9,93.0,False
,311.4,1495.0,43.6,95.0,False
300.3,311.4,1544.0,41.6,97.0,False
300.3,311.4,1554.0,,99.0,False
300.2,,,37.3,102.0,False
300.3,,1525.0,,105.0,False
300.3,311.3,1505.0,39.6,107.0,False
300.3,311.4,1371.0,,109.0,False
300.3,311.3,1332.0,60.5,112.0,False
300.3,311.4,1471.0,37.0,114.0,False
300.4,311.5,1750.0,27.3,116.0,False
300.3,311.4,1386.0,,119.0,False
300.4,311.4,1355.0,56.2,122.0,False
300.3,311.3,1377.0,53.8,125.0,False
300.3,311.1,1388.0,49.4,,False
300.3,311.1,1350.0,58.7,130.0,False
300.4,311.2,1831.0,23.4,133.0,False
300.3,311.2,1381.0,65.2,,False
,311.2,1783.0,25.6,139.0,False
300.3,311.0,1613.0,,,False
300.2,311.0,,14.7,144.0,False
300.2,311.0,1627.0,33.7,147.0,False
300.2,311.0,1255.0,71.8,,False
300.2,,,27.5,151.0,True
300.3,311.1,1606.0,30.9,156.0,False
300.3,311.1,,,158.0,False
300.3,311.1,1605.0,37.1,160.0,False
300.4,311.1,1487.0,37.4,162.0,False
,311.2,1471.0,46.5,164.0,False
300.3,311.1,1477.0,44.2,,False
,311.2,1530.0,,169.0,False
300.4,311.2,1673.0,,171.0,False
300.4,311.2,1436.0,56.8,173.0,False
300.4,311.3,,51.2,175.0,False
300.4,311.2,,56.1,177.0,False
,311.2,1489.0,45.3,,True
300.3,311.1,1480.0,46.6,185.0,False
,311.2,1472.0,,187.0,False
,311.1,1397.0,50.8,189.0,False
,311.1,1589.0,35.5,191.0,False
300.4,,1405.0,54.1,193.0,False
300.4,311.1,2013.0,20.1,195.0,False
300.4,311.0,1802.0,26.0,,False
300.4,,1433.0,46.1,199.0,False
,311.1,1296.0,61.3,202.0,False
300.5,311.2,1551.0,36.6,205.0,False
300.5,311.2,1270.0,67.5,208.0,False
300.6,311.3,,,0.0,False
300.5,311.2,1397.0,45.2,2.0,True
300.5,311.1,1547.0,37.2,7.0,False
300.5,,,,9.0,False
300.5,311.1,1491.0,42.6,11.0,False
300.5,311.0,1759.0,28.3,13.0,False
300.4,311.0,1595.0,35.4,15.0,False
300.4,311.2,1351.0,,18.0,False
300.4,,1705.0,28.7,20.0,False
,311.2,1406.0,43.6,22.0,False
,311.3,1639.0,34.6,24.0,False
300.4,311.3,2026.0,20.3,26.0,True
300.4,,1350.0,56.5,,False
300.5,311.3,1468.0,41.1,34.0,False
,311.4,1642.0,27.1,37.0,False
300.5,311.3,1490.0,41.8,39.0,False
300.5,311.3,1507.0,43.4,41.0,False
300.5,311.4,1611.0,32.7,44.0,False
,311.4,1743.0,27.6,46.0,False
300.5,311.3,1475.0,,49.0,False
300.5,311.4,1432.0,47.5,51.0,False
300.5,311.4,1442.0,47.0,53.0,False
300.6,311.4,,40.4,,False
300.5,311.4,1556.0,,58.0,False
300.5,311.4,1312.0,,60.0,False
300.6,311.5,1459.0,47.0,63.0,False
300.5,311.5,1651.0,36.9,65.0,False
300.5,311.5,1490.0,38.4,67.0,False
,,1473.0,31.5,69.0,False
300.6,311.7,1734.0,29.9,,False
,311.7,1507.0,45.5,74.0,False
300.6,,1556.0,34.9,,False
300.5,311.6,1351.0,53.5,78.0,True
300.5,311.7,1445.0,44.8,83.0,False
,311.7,,32.7,85.0,False
300.5,311.7,1269.0,64.0,,False
300.5,311.6,1534.0,37.7,90.0,False
300.5,311.6,1444.0,49.3,,False
300.5,311.6,1744.0,26.8,94.0,False
300.4,311.5,1441.0,44.6,,False
,311.3,1506.0,40.7,98.0,False
300.3,,,38.5,101.0,False
300.4,,1704.0,29.7,,False
300.4,311.4,1445.0,52.4,105.0,True
300.5,,1661.0,35.9,110.0,False
300.5,311.4,1466.0,41.8,112.0,False
300.4,311.3,1608.0,35.1,114.0,False
300.4,,,57.3,116.0,False
300.4,311.4,1604.0,31.7,119.0,False
300.4,311.4,1427.0,50.7,122.0,True
,311.4,1424.0,44.6,127.0,False
,311.4,1662.0,29.3,129.0,False
,311.4,,,131.0,False
300.4,311.4,1728.0,31.7,133.0,False
300.4,311.4,1552.0,28.8,135.0,False
,,1662.0,29.0,137.0,True
300.3,,1343.0,57.7,142.0,False
300.4,311.5,1476.0,32.6,144.0,False
300.3,311.4,,51.1,147.0,False
300.4,,1492.0,44.6,149.0,False
,311.5,1540.0,41.5,151.0,False
,311.5,,32.5,,False
,311.6,1541.0,47.8,156.0,False
,311.6,1661.0,30.0,158.0,False
300.4,311.6,1359.0,55.4,,False
300.5,,1528.0,42.4,163.0,False
300.5,311.6,,52.9,165.0,False
300.5,311.6,1575.0,32.5,168.0,False
300.5,311.6,,30.4,170.0,False
300.5,311.6,1385.0,54.8,173.0,False
300.5,,,50.3,175.0,True
,,1497.0,40.5,180.0,False
300.6,,1424.0,50.8,182.0,False
300.6,311.7,1528.0,43.9,185.0,False
300.6,311.8,,37.0,,False
,311.8,1336.0,58.4,,False
,311.6,,,191.0,False
300.5,311.6,,51.1,193.0,False
300.5,311.7,,17.2,196.0,False
300.5,311.6,1476.0,39.1,199.0,False
300.5,311.6,1509.0,47.2,,False
,,1447.0,45.4,204.0,False
300.6,,,49.1,206.0,False
,311.7,1428.0,,208.0,False
300.6,311.7,,52.1,210.0,False
300.7,311.7,,32.4,213.0,False
300.7,311.7,1395.0,43.7,215.0,False
,311.8,1443.0,43.7,217.0,False
300.7,311.7,1412.0,49.1,219.0,False
300.7,311.7,1524.0,43.5,222.0,False
300.7,311.8,,42.4,224.0,False
300.8,311.7,1397.0,43.5,227.0,False
300.7,,,,229.0,False
300.7,311.7,2097.0,18.9,232.0,False
300.6,311.7,1553.0,39.8,0.0,False
,311.7,1432.0,39.2,2.0,False
300.5,311.6,1577.0,36.5,,False
300.5,311.5,1370.0,56.1,,False
300.5,311.6,1506.0,36.2,10.0,True
300.6,311.6,,,15.0,False
300.6,,1500.0,,17.0,True
300.6,311.7,1488.0,47.7,22.0,False
300.6,311.5,1282.0,60.2,,True
,311.4,,45.1,,False
300.6,311.5,1419.0,38.6,31.0,False
300.7,311.5,1441.0,,,False
300.7,311.6,1348.0,62.5,36.0,False
300.8,311.7,1468.0,38.7,39.0,True
300.7,,,30.8,44.0,False
300.7,311.7,1864.0,23.6,47.0,True
300.6,311.6,1630.0,31.8,52.0,False
300.5,311.5,,49.7,55.0,False
300.5,311.5,1708.0,31.2,57.0,False
300.5,,1679.0,27.5,59.0,True
,311.4,1709.0,32.3,64.0,False
300.5,311.4,1445.0,41.5,66.0,False
,,1390.0,51.9,68.0,False
300.4,311.4,1309.0,,71.0,False
,311.5,1499.0,37.6,,False
,311.4,,18.8,75.0,False
,,,43.0,78.0,False
300.5,311.5,1302.0,49.6,,False
,311.5,1378.0,48.2,82.0,False
300.5,311.6,,53.0,85.0,False
300.6,,1427.0,44.6,87.0,True
300.6,311.7,1535.0,,92.0,True
300.5,311.6,1476.0,41.7,97.0,True
300.5,311.6,1425.0,42.4,102.0,False
300.5,311.7,1409.0,54.7,104.0,False
,311.6,1730.0,30.2,106.0,False
300.5,311.6,,,108.0,False
300.6,,,26.9,111.0,False
300.8,311.9,1761.0,,113.0,False
300.7,311.9,,,116.0,False
300.7,311.8,1420.0,47.0,119.0,False
300.7,311.9,1329.0,59.2,,True
300.6,311.9,1472.0,44.2,126.0,False
300.6,,,30.1,128.0,False
300.6,312.0,1430.0,,,False
300.6,312.0,1481.0,40.9,132.0,False
,312.0,1670.0,29.4,134.0,False
300.6,312.0,1406.0,55.1,136.0,False
300.6,312.1,,,138.0,True
,312.0,1985.0,,143.0,False
,312.0,1263.0,,146.0,False
300.5,311.9,1576.0,,149.0,False
300.5,312.0,1453.0,45.1,151.0,False
300.5,312.0,1478.0,39.0,153.0,False
300.5,311.9,,,155.0,False
300.5,,1710.0,28.4,158.0,False
300.4,311.7,1314.0,,,False
300.4,311.7,1460.0,39.6,162.0,False
300.4,311.7,1508.0,45.4,164.0,False
300.5,311.8,1331.0,55.3,167.0,False
,311.7,1515.0,47.4,170.0,False
300.4,,1674.0,33.0,,False
300.4,311.7,1444.0,,,False
,311.7,1398.0,,176.0,False
300.4,311.7,1832.0,24.2,179.0,False
300.5,311.8,,42.0,182.0,False
,311.7,1478.0,39.9,185.0,False
300.4,311.8,1362.0,47.6,188.0,False
300.5,311.8,1368.0,57.9,,False
300.3,,,28.3,193.0,False
300.4,,1689.0,30.8,196.0,False
,311.8,1272.0,59.2,198.0,False
300.4,311.7,1511.0,,200.0,False
300.4,,1715.0,30.8,203.0,True
300.3,311.5,1400.0,43.8,0.0,False
300.4,311.6,,,3.0,False
300.4,311.7,1555.0,38.7,5.0,False
300.3,311.6,1427.0,56.2,8.0,True
300.3,311.4,1318.0,52.7,13.0,False
300.2,311.4,1319.0,54.6,15.0,True
300.2,311.4,1960.0,20.9,20.0,False
,311.5,,38.9,23.0,False
300.3,,1548.0,,25.0,False
300.3,311.6,1709.0,,,False
300.3,311.5,1464.0,,29.0,True
300.3,311.4,,24.8,,False
,311.5,1634.0,31.9,,False
300.3,311.5,,33.6,38.0,False
,,,47.3,40.0,False
,,1695.0,25.6,43.0,False
300.4,311.6,1517.0,,,False
300.5,,1811.0,26.8,47.0,False
300.4,311.6,1815.0,23.5,49.0,False
300.4,311.7,,40.0,51.0,False
300.4,311.6,1518.0,36.4,53.0,False
300.3,311.5,1667.0,28.8,56.0,False
300.3,311.5,1403.0,60.1,58.0,False
300.2,,,42.1,,False
300.3,311.5,1466.0,46.2,62.0,False
300.3,311.5,1378.0,47.5,64.0,False
300.2,,,,66.0,False
300.2,311.5,1495.0,38.5,69.0,False
,311.4,1729.0,,71.0,False
,311.4,1418.0,,73.0,False
300.1,311.4,1485.0,40.4,75.0,True
,311.5,1434.0,40.8,80.0,False
300.2,311.6,1415.0,55.8,82.0,False
300.1,311.6,,29.6,85.0,True
,311.5,,,90.0,False
,,,,,False
,311.5,1812.0,,,False
300.0,311.4,1374.0,41.9,96.0,False
300.1,311.4,1524.0,40.6,98.0,False
,311.4,1383.0,49.6,101.0,False
299.9,,1429.0,58.2,103.0,False
299.8,311.3,1517.0,41.2,,False
299.9,311.4,1480.0,,108.0,False
,311.4,1706.0,28.8,111.0,False
300.0,311.5,1349.0,48.6,113.0,False
300.0,311.5,1451.0,49.0,115.0,False
299.9,311.4,1627.0,36.7,118.0,False
300.0,311.4,1537.0,35.4,,False
300.1,311.5,2218.0,17.0,123.0,False
300.0,311.4,1466.0,,125.0,False
300.0,311.5,1666.0,32.0,128.0,False
300.0,311.5,1455.0,41.7,130.0,False
,311.4,1927.0,24.6,132.0,False
299.9,311.3,1703.0,28.4,134.0,False
299.8,311.2,1533.0,,137.0,False
,311.3,1785.0,25.4,139.0,True
299.8,311.2,2142.0,16.6,,False
299.8,311.2,1369.0,46.2,146.0,False
299.8,311.2,1706.0,29.2,,False
299.9,311.3,1802.0,,,False
,311.3,1413.0,41.8,153.0,True
,311.3,,,,False
299.9,311.3,1535.0,38.1,160.0,False
299.9,311.2,1579.0,35.5,162.0,False
299.8,,1300.0,64.2,,False
299.8,311.1,,,,False
299.8,311.1,,35.7,170.0,False
299.8,311.2,,28.3,173.0,False
299.9,311.2,1495.0,35.8,175.0,True
300.0,311.4,1533.0,42.6,180.0,False
300.0,311.4,1484.0,37.0,183.0,False
300.0,311.4,1604.0,,185.0,False
300.0,311.4,,45.6,187.0,False
300.1,311.5,1549.0,34.7,189.0,False
300.1,,,35.0,191.0,False
,311.5,1685.0,31.0,193.0,False
300.2,311.6,1372.0,49.2,195.0,False
300.3,311.6,,47.4,,False
300.2,311.6,1606.0,31.0,199.0,False
300.1,311.5,1471.0,,201.0,False
300.1,311.5,1659.0,31.1,203.0,False
300.1,311.7,1400.0,48.5,205.0,False
300.1,311.7,1503.0,42.6,208.0,False
300.2,311.8,1798.0,23.2,,False
300.2,311.6,,,212.0,False
300.2,311.6,1322.0,50.9,215.0,False
300.2,311.6,1547.0,37.7,,True
300.3,311.7,1374.0,47.9,222.0,False
,311.7,1447.0,36.8,0.0,False
,311.7,1373.0,47.2,3.0,False
,311.7,1515.0,37.5,5.0,False
300.3,311.7,1317.0,56.5,,False
300.3,311.8,1551.0,37.2,9.0,False
300.3,311.8,1592.0,32.1,11.0,False
300.4,311.8,1433.0,42.2,14.0,False
,311.9,,43.1,16.0,False
300.5,311.9,1350.0,51.7,18.0,False
,311.9,1370.0,44.8,20.0,False
300.5,,1415.0,44.6,23.0,False
,312.0,,,25.0,False
300.5,312.0,,54.1,27.0,False
,311.9,1511.0,44.5,30.0,False
300.5,311.9,1330.0,,33.0,False
,311.9,1383.0,50.5,35.0,False
300.5,311.9,1431.0,49.4,37.0,False
300.5,312.0,,38.1,39.0,False
300.4,311.9,1438.0,46.7,41.0,True
300.5,312.0,1779.0,27.7,,False
300.6,312.1,1293.0,52.3,49.0,False
,,,,52.0,False
300.6,312.3,1532.0,37.2,,False
300.7,312.4,1470.0,38.6,56.0,False
300.7,312.3,1548.0,37.9,,False
300.7,312.3,1898.0,24.0,60.0,False
300.7,312.2,1335.0,49.0,62.0,True
300.7,312.3,1420.0,,67.0,False
300.7,312.3,1418.0,49.0,69.0,False
,312.3,,40.3,71.0,False
300.7,,1457.0,47.2,74.0,True
300.8,312.4,1493.0,39.1,79.0,False
300.7,,,27.3,,True
300.7,,1446.0,45.4,86.0,True
300.8,312.4,1465.0,59.1,91.0,False
300.7,312.3,,,93.0,False
,,2174.0,18.5,95.0,False
,312.4,,37.9,,False
300.7,312.3,1577.0,33.2,100.0,False
300.7,312.4,1371.0,61.7,,False
300.8,312.4,1767.0,25.6,,False
300.8,312.5,,39.2,,False
300.9,,1555.0,40.6,109.0,False
300.9,312.7,1416.0,43.8,112.0,False
300.8,312.6,1588.0,35.6,,False
300.8,312.6,1422.0,50.0,117.0,False
,312.6,1376.0,53.6,119.0,False
300.8,312.5,1434.0,,,False
300.8,312.5,1423.0,,123.0,False
,312.4,1364.0,52.5,,False
300.8,,1825.0,23.8,127.0,False
300.8,,1365.0,44.5,,False
300.7,312.3,1430.0,47.2,131.0,False
300.8,312.3,1435.0,44.8,134.0,False
,312.4,1811.0,25.1,136.0,False
300.8,312.4,1465.0,43.7,139.0,False
300.9,312.4,,51.0,,False
,312.3,1858.0,26.3,,False
300.7,312.3,1715.0,26.8,146.0,False
,312.2,1590.0,,148.0,False
,312.2,1664.0,25.7,150.0,False
300.7,312.1,1512.0,,,False
300.7,,1498.0,44.0,,False
,312.1,1395.0,,157.0,False
300.7,312.1,1490.0,,159.0,True
300.8,312.1,1527.0,,164.0,True
300.8,312.1,,37.1,169.0,False
300.9,312.1,1474.0,42.4,171.0,False
,312.1,1505.0,41.3,173.0,False
300.8,312.0,1496.0,,175.0,False
300.8,312.0,1382.0,49.3,177.0,False
300.7,,1419.0,47.7,179.0,False
300.7,311.9,,,181.0,False
300.8,312.0,1450.0,,183.0,False
,311.9,,46.5,186.0,True
300.7,,1697.0,28.2,191.0,False
300.7,311.9,1335.0,57.1,,False
300.7,,1476.0,,,False
300.6,311.7,1497.0,,198.0,False
300.6,,1669.0,29.2,200.0,False
300.6,311.6,1455.0,,203.0,False
300.7,311.7,,38.4,205.0,False
300.7,311.8,,,207.0,False
300.8,311.8,1928.0,21.8,209.0,False
300.8,311.9,1621.0,28.3,211.0,False
,,1356.0,44.3,214.0,False
300.8,311.7,1490.0,,217.0,False
300.8,311.7,,31.4,219.0,False
300.8,311.7,1681.0,,221.0,False
300.8,311.8,1417.0,43.4,,False
,311.7,,40.0,0.0,False
300.7,,1499.0,38.9,3.0,False
300.8,311.7,1432.0,45.8,6.0,False
300.8,311.7,1753.0,29.0,,False
,311.7,1414.0,,10.0,False
300.8,,,32.2,12.0,False
300.8,311.6,1516.0,35.6,14.0,False
300.8,311.7,1426.0,45.5,16.0,False
300.8,311.7,,39.4,18.0,False
300.7,311.5,1569.0,36.4,,False
300.8,311.6,1568.0,36.0,,False
300.9,311.8,,24.5,,False
,311.9,1480.0,40.9,28.0,False
301.0,312.0,,,31.0,False
301.0,311.9,1454.0,41.9,,False
,311.9,1310.0,56.1,,False
300.9,311.9,,,,True
,,2140.0,16.5,43.0,True
301.0,312.1,1377.0,49.9,48.0,False
301.0,312.1,1585.0,32.3,,False
301.1,312.2,,42.6,52.0,True
301.0,312.2,,59.0,57.0,False
301.0,312.2,,47.0,59.0,False
,312.2,1510.0,39.9,,False
,312.1,1423.0,40.2,63.0,False
301.1,312.3,1464.0,35.3,65.0,False
301.0,,1602.0,,,False
301.0,312.2,1629.0,32.6,,False
300.9,312.2,1811.0,23.2,72.0,False
300.9,312.1,1711.0,28.8,,False
300.9,312.1,1297.0,48.6,,False
301.0,,,,79.0,False
301.1,312.2,1397.0,,81.0,False
301.1,312.3,1682.0,29.7,,False
301.2,312.3,1528.0,38.4,85.0,False
301.2,,,38.3,87.0,False
,312.4,1395.0,47.8,90.0,True
301.2,312.4,1378.0,59.0,95.0,False
301.2,,1480.0,,97.0,False
301.2,312.4,1428.0,36.6,99.0,False
301.2,312.4,1505.0,39.6,102.0,False
301.0,312.3,,36.4,105.0,False
301.0,312.3,1488.0,,107.0,False
301.0,312.2,1601.0,33.0,109.0,False
301.0,312.3,1550.0,34.9,111.0,False
301.0,312.2,1540.0,,113.0,False
301.1,312.3,1587.0,34.5,115.0,False
301.0,,,40.3,117.0,True
,312.3,1486.0,34.9,122.0,False
,312.4,1430.0,37.9,,False
301.1,312.4,1809.0,,126.0,False
301.1,312.3,1534.0,39.0,129.0,False
301.1,312.3,,,131.0,False
301.1,312.3,,31.9,,False
301.0,312.3,1424.0,43.5,136.0,False
301.0,312.2,1776.0,28.8,138.0,False
,,1499.0,41.5,140.0,False
301.0,312.2,2710.0,,,False
300.9,,1359.0,,146.0,False
300.9,312.1,1617.0,31.0,148.0,False
,,1443.0,,151.0,False
300.8,312.0,1374.0,50.2,154.0,False
300.9,312.1,1851.0,23.0,156.0,False
300.8,,1274.0,67.3,159.0,False
300.9,312.0,1533.0,44.0,162.0,False
300.8,312.0,1477.0,37.3,164.0,False
300.9,312.1,1462.0,46.0,166.0,False
301.0,312.1,1664.0,28.4,,False
,311.9,1414.0,41.1,171.0,False
300.9,312.0,2129.0,17.8,173.0,True
300.8,311.8,1323.0,61.1,178.0,False
300.8,311.8,1427.0,43.3,180.0,False
300.9,312.0,,56.1,182.0,False
300.9,312.0,,50.7,185.0,False
300.9,312.0,1500.0,,188.0,False
,312.0,1558.0,,190.0,False
300.9,312.0,1447.0,41.4,193.0,False
,312.0,,,196.0,False
,,1889.0,23.5,,False
301.0,312.1,1675.0,30.7,,False
,312.0,,27.9,202.0,True
301.0,,1499.0,34.6,207.0,False
300.9,312.0,1441.0,43.8,210.0,False
300.9,,1397.0,42.7,212.0,True
,312.0,1493.0,,217.0,False
300.8,,1422.0,50.7,219.0,False
300.7,311.9,1399.0,50.2,222.0,False
300.6,311.9,1425.0,44.9,,False
300.6,,1501.0,44.8,226.0,False
300.6,311.9,,35.3,0.0,False
300.6,,1490.0,42.2,3.0,False
300.7,312.0,1550.0,32.4,5.0,False
300.8,312.0,1416.0,46.5,7.0,False
300.7,311.9,1485.0,38.8,9.0,False
,311.8,1564.0,36.8,11.0,False
300.7,311.7,1910.0,19.7,13.0,False
,311.7,1460.0,,15.0,False
300.7,311.8,1603.0,34.1,17.0,False
300.7,311.8,1486.0,,19.0,False
300.8,311.9,1560.0,,21.0,False
300.8,311.9,,39.3,23.0,False
300.8,311.9,1431.0,48.5,25.0,True
300.8,311.9,1486.0,45.1,30.0,False
300.7,,1486.0,35.8,32.0,False
300.7,311.8,1441.0,38.1,34.0,False
,311.9,1366.0,55.1,36.0,False
,311.8,1471.0,,39.0,False
,,1463.0,,41.0,False
300.6,311.9,1413.0,41.3,43.0,False
300.6,311.9,1604.0,30.5,45.0,True
300.7,312.0,,51.1,50.0,False
300.6,311.8,1652.0,,,False
300.5,311.9,1403.0,45.7,54.0,False
,311.9,1887.0,21.7,56.0,False
,,1405.0,47.9,58.0,False
300.2,311.6,1496.0,41.1,60.0,True
,311.5,,,65.0,False
300.2,311.5,1549.0,37.2,,False
300.3,,1515.0,44.9,69.0,False
300.2,311.6,1540.0,,71.0,False
300.2,311.5,,44.3,73.0,True
300.2,311.6,1465.0,41.4,,False
,311.6,1359.0,54.1,81.0,False
